link,name,author,description,rating,number_of_ratings,number_of_reviews,genres
https://www.goodreads.com//book/show/9777.The_God_of_Small_Things,The God of Small Things,Arundhati Roy,"The year is 1969. In the state of Kerala, on the southernmost tip of India, a skyblue Plymouth with chrome tailfins is stranded on the highway amid a Marxist workers' demonstration. Inside the car sit two-egg twins Rahel and Esthappen, and so begins their tale. . . . Armed only with the invincible innocence of children, they fashion a childhood for themselves in the shade of the wreck that is their family—their lonely, lovely mother, Ammu (who loves by night the man her children love by day), their blind grandmother, Mammachi (who plays Handel on her violin), their beloved uncle Chacko (Rhodes scholar, pickle baron, radical Marxist, bottom-pincher), their enemy, Baby Kochamma (ex-nun and incumbent grandaunt), and the ghost of an imperial entomologist's moth (with unusually dense dorsal tufts). When their English cousin, Sophie Mol, and her mother, Margaret Kochamma, arrive on a Christmas visit, Esthappen and Rahel learn that Things Can Change in a Day. That lives can twist into new, ugly shapes, even cease forever, beside their river ""graygreen."" With fish in it. With the sky and trees in it. And at night, the broken yellow moon in it. The brilliantly plotted story uncoils with an agonizing sense of foreboding and inevitability. Yet nothing prepares you for what lies at the heart of it.  takes on the Big Themes—Love. Madness. Hope. Infinite Joy. Here is a writer who dares to break the rules. To dislocate received rhythms and create the language she requires, a language that is at once classical and unprecedented. Arundhati Roy has given us a book that is anchored to anguish, but fueled by wit and magic.",3.95,277024,16986,"['Fiction', 'Cultural', 'India', 'Historical', 'Historical Fiction', 'Contemporary', 'Classics', 'Literary Fiction', 'Asian Literature', 'Indian Literature', 'Novels', 'Literature', 'Cultural', 'Asia']"
https://www.goodreads.com//book/show/6656.The_Divine_Comedy,The Divine Comedy,Dante Alighieri,"Translated in this edition by Allen Mandelbaum,   begins in a shadowed forest on Good Friday in the year 1300. It proceeds on a journey that, in its intense recreation of the depths and the heights of human experience, has become the key with which Western civilization has sought to unlock the mystery of its own identity.  Mandelbaum’s astonishingly Dantean translation, which captures so much of the life of the original, renders whole for us the masterpiece of that genius whom our greatest poets have recognized as a central model for all poets.",4.07,138728,5162,"['Classics', 'Poetry', 'Fiction', 'Literature', 'Philosophy', 'Religion', 'Fantasy', 'European Literature', 'Italian Literature', 'Cultural', 'Italy', 'Classics', 'Classic Literature']"
https://www.goodreads.com//book/show/30289.The_Republic,The Republic,Plato,"Presented in the form of a dialogue between Socrates and three different interlocutors, this classic text is an enquiry into the notion of a perfect community and the ideal individual within it. During the conversation, other questions are raised: what is goodness?; what is reality?; and what is knowledge? The Republic also addresses the purpose of education and the role of both women and men as guardians of the people. With remarkable lucidity and deft use of allegory, Plato arrives at a depiction of a state bound by harmony and ruled by philosopher kings.",3.96,190647,4696,"['Philosophy', 'Classics', 'Nonfiction', 'Politics', 'History', 'Academic', 'School', 'Literature', 'Politics', 'Political Science', 'Literature', 'Ancient', 'Academic', 'College']"
https://www.goodreads.com//book/show/7015403-the-gifts-of-imperfection,The Gifts of Imperfection,Brené Brown,,4.24,162117,9822,"['Nonfiction', 'Self Help', 'Psychology', 'Self Help', 'Personal Development', 'Audiobook', 'Health', 'Mental Health', 'Spirituality', 'Inspirational', 'Health', 'Philosophy']"
https://www.goodreads.com//book/show/32487617-beneath-a-scarlet-sky,Beneath a Scarlet Sky,Mark T. Sullivan,,4.42,304595,23053,"['Historical', 'Historical Fiction', 'Fiction', 'War', 'World War II', 'Historical', 'War', 'Cultural', 'Italy', 'Audiobook', 'Book Club', 'Adult', 'World War II', 'Holocaust']"
https://www.goodreads.com//book/show/38255337-one-day-in-december,One Day in December,Josie Silver,"Laurie is pretty sure love at first sight doesn't exist anywhere but the movies. But then, through a misted-up bus window one snowy December day, she sees a man who she knows instantly is the one. Their eyes meet, there's a moment of pure magic... and then her bus drives away. Certain they're fated to find each other again, Laurie spends a year scanning every bus stop and cafe in London for him. But she doesn't find him, not when it matters anyway. Instead they ""reunite"" at a Christmas party, when her best friend Sarah giddily introduces her new boyfriend to Laurie. It's Jack, the man from the bus. It would be. What follows for Laurie, Sarah and Jack is ten years of friendship, heartbreak, missed opportunities, roads not taken, and destinies reconsidered.   is a joyous, heartwarming and immensely moving love story to escape into and a reminder that fate takes inexplicable turns along the route to happiness.",3.89,249079,24341,"['Romance', 'Fiction', 'Holiday', 'Christmas', 'Contemporary', 'Womens Fiction', 'Chick Lit', 'Audiobook', 'Adult', 'Holiday', 'Romance', 'Contemporary Romance', 'Adult Fiction']"
https://www.goodreads.com//book/show/29589074-truly-devious,Truly Devious,Maureen Johnson,"Ellingham Academy is a famous private school in Vermont for the brightest thinkers, inventors, and artists. It was founded by Albert Ellingham, an early twentieth century tycoon, who wanted to make a wonderful place full of riddles, twisting pathways, and gardens. “A place,” he said, “where learning is a game.” Shortly after the school opened, his wife and daughter were kidnapped. The only real clue was a mocking riddle listing methods of murder, signed with the frightening pseudonym “Truly, Devious.” It became one of the great unsolved crimes of American history. True-crime aficionado Stevie Bell is set to begin her first year at Ellingham Academy, and she has an ambitious plan: She will solve this cold case. That is, she will solve the case when she gets a grip on her demanding new school life and her housemates: the inventor, the novelist, the actor, the artist, and the jokester. But something strange is happening. Truly Devious makes a surprise return, and death revisits Ellingham Academy. The past has crawled out of its grave. Someone has gotten away with murder.  The two interwoven mysteries of this first book in the Truly Devious series dovetail brilliantly, and Stevie Bell will continue her relentless quest for the murderers in books two and three.",3.98,111512,16534,"['Mystery', 'Young Adult', 'Contemporary', 'Thriller', 'Mystery Thriller', 'Fiction', 'Thriller', 'Audiobook', 'Mystery', 'Crime', 'School Stories', 'Boarding School', 'Mystery', 'Murder Mystery']"
https://www.goodreads.com//book/show/38819868-my-sister-the-serial-killer,"My Sister, the Serial Killer",Oyinkan Braithwaite,"When Korede's dinner is interrupted one night by a distress call from her sister, Ayoola, she knows what's expected of her: bleach, rubber gloves, nerves of steel and a strong stomach. This'll be the third boyfriend Ayoola's dispatched in, quote, self-defence and the third mess that her lethal little sibling has left Korede to clear away. She should probably go to the police for the good of the menfolk of Nigeria, but she loves her sister and, as they say, family always comes first. Until, that is, Ayoola starts dating the doctor where Korede works as a nurse. Korede's long been in love with him, and isn't prepared to see him wind up with a knife in his back: but to save one would mean sacrificing the other...",3.70,244092,27949,"['Fiction', 'Thriller', 'Mystery', 'Contemporary', 'Audiobook', 'Mystery', 'Crime', 'Thriller', 'Mystery Thriller', 'Cultural', 'Africa', 'Adult', 'Western Africa', 'Nigeria']"
https://www.goodreads.com//book/show/42080142-the-turn-of-the-key,The Turn of the Key,Ruth Ware,"When she stumbles across the ad, she’s looking for something else completely. But it seems like too good an opportunity to miss—a live-in nannying post, with a staggeringly generous salary. And when Rowan Caine arrives at Heatherbrae House, she is smitten—by the luxurious “smart” home fitted out with all modern conveniences, by the beautiful Scottish Highlands, and by this picture-perfect family.   What she doesn’t know is that she’s stepping into a nightmare—one that will end with a child dead and herself in prison awaiting trial for murder.   Writing to her lawyer from prison, she struggles to explain the unravelling events that led to her incarceration. It wasn’t just the constant surveillance from the cameras installed around the house, or the malfunctioning technology that woke the household with booming music, or turned the lights off at the worst possible time. It wasn’t just the girls, who turned out to be a far cry from the immaculately behaved model children she met at her interview. It wasn’t even the way she was left alone for weeks at a time, with no adults around apart from the enigmatic handyman, Jack Grant.   It was everything.   She knows she’s made mistakes. She admits that she lied to obtain the post, and that her behavior toward the children wasn’t always ideal. She’s not innocent, by any means. But, she maintains, she’s not guilty—at least not of murder. Which means someone else is.   Full of spellbinding menace and told in Ruth Ware’s signature suspenseful style,   is an unputdownable thriller from the Agatha Christie of our time.",3.94,221344,25390,"['Mystery', 'Thriller', 'Fiction', 'Thriller', 'Mystery Thriller', 'Audiobook', 'Adult', 'Suspense', 'Horror', 'Contemporary', 'Adult Fiction']"
https://www.goodreads.com//book/show/355697.All_Quiet_on_the_Western_Front,All Quiet on the Western Front,Erich Maria Remarque,,4.03,408064,13904,"['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'War', 'Historical', 'Literature', 'Academic', 'School', 'European Literature', 'German Literature', 'War', 'World War I', 'Novels']"
https://www.goodreads.com//book/show/12578077-obsidian,Obsidian,Jennifer L. Armentrout,"Starting over sucks. When we moved to West Virginia right before my senior year, I’d pretty much resigned myself to thick accents, dodgy internet access, and a whole lot of boring… until I spotted my hot neighbor, with his looming height and eerie green eyes. Things were looking up. And then he opened his mouth. Daemon is infuriating. Arrogant. Stab-worthy. We do not get along. At all. But when a stranger attacks me and Daemon literally freezes time with a wave of his hand, well, something… unexpected happens.  The hot alien living next door marks me. You heard me. Alien. Turns out Daemon and his sister have a galaxy of enemies wanting to steal their abilities, and Daemon’s touch has me lit up like the Vegas Strip. The only way I’m getting out of this alive is by sticking close to Daemon until my alien mojo fades.  If I don’t kill him first, that is.",4.15,268400,19964,"['Young Adult', 'Fantasy', 'Romance', 'Fantasy', 'Paranormal', 'Science Fiction', 'Aliens', 'Science Fiction', 'Romance', 'Paranormal Romance', 'Fantasy', 'Supernatural', 'Fantasy', 'Urban Fantasy', 'Fiction']"
https://www.goodreads.com//book/show/42201996-ask-again-yes,"Ask Again, Yes",Mary Beth Keane,"Francis Gleeson and Brian Stanhope, rookie NYPD cops, are neighbors in the suburbs. What happens behind closed doors in both houses—the loneliness of Francis’s wife, Lena, and the instability of Brian’s wife, Anne, sets the stage for the explosive events to come. In Mary Beth Keane's extraordinary novel, a lifelong friendship and love blossoms between Kate Gleeson and Peter Stanhope, born six months apart. One shocking night their loyalties are divided, and their bond will be tested again and again over the next thirty years. Heartbreaking and redemptive, Ask Again, Yes is a gorgeous and generous portrait of the daily intimacies of marriage and the power of forgiveness.",3.95,173388,15288,"['Fiction', 'Contemporary', 'Audiobook', 'Literary Fiction', 'Adult', 'Adult Fiction', 'Family', 'Health', 'Mental Health', 'Book Club', 'Romance']"
https://www.goodreads.com//book/show/26114135-all-the-ugly-and-wonderful-things,All the Ugly and Wonderful Things,Bryn Greenwood,"As the daughter of a meth dealer, Wavy knows not to trust people, not even her own parents. Struggling to raise her little brother, eight-year-old Wavy is the only responsible ""adult"" around. She finds peace in the starry Midwestern night sky above the fields behind her house. One night everything changes when she witnesses one of her father's thugs, Kellen, a tattooed ex-con with a heart of gold, wreck his motorcycle. What follows is a powerful and shocking love story between two unlikely people that asks tough questions, reminding us of all the ugly and wonderful things that life has to offer.",4.02,138780,18348,"['Fiction', 'Contemporary', 'Romance', 'Adult', 'Audiobook', 'Adult Fiction', 'Literary Fiction', 'Dark', 'Sociology', 'Abuse', 'Young Adult', 'Coming Of Age']"
https://www.goodreads.com//book/show/13497.A_Feast_for_Crows,A Feast for Crows,George R.R. Martin,". Bloodthirsty, treacherous and cunning, the Lannisters are in power on the Iron Throne in the name of the boy-king Tommen. The war in the Seven Kingdoms has burned itself out, but in its bitter aftermath new conflicts spark to life. The Martells of Dorne and the Starks of Winterfell seek vengeance for their dead. Euron Crow's Eye, as black a pirate as ever raised a sail, returns from the smoking ruins of Valyria to claim the Iron Isles. From the icy north, where Others threaten the Wall, apprentice Maester Samwell Tarly brings a mysterious babe in arms to the Citadel. Against a backdrop of incest and fratricide, alchemy and murder, victory will go to the men and women possessed of the coldest steel and the coldest hearts.",4.15,687778,23070,"['Fantasy', 'Fiction', 'Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy', 'Fantasy', 'High Fantasy', 'Adult', 'Adventure', 'Audiobook', 'Fantasy', 'Dragons', 'Epic']"
https://www.goodreads.com//book/show/28421168-renegades,Renegades,Marissa Meyer,"The Renegades are a syndicate of prodigies — humans with extraordinary abilities — who emerged from the ruins of a crumbled society and established peace and order where chaos reigned. As champions of justice, they remain a symbol of hope and courage to everyone... except the villains they once overthrew. Nova has a reason to hate the Renegades, and she is on a mission for vengeance. As she gets closer to her target, she meets Adrian, a Renegade boy who believes in justice — and in Nova. But Nova's allegiance is to a villain who has the power to end them both.",4.15,116327,15629,"['Fantasy', 'Young Adult', 'Science Fiction', 'Science Fiction', 'Dystopia', 'Romance', 'Fiction', 'Comics', 'Superheroes', 'Audiobook', 'Young Adult', 'Young Adult Fantasy', 'Adventure']"
https://www.goodreads.com//book/show/55829194-the-final-girl-support-group,The Final Girl Support Group,Grady Hendrix,"A fast-paced, thrilling horror novel that follows a group of heroines to die for, from the brilliant   bestselling author of  . In horror movies, the final girl is the one who's left standing when the credits roll. The one who fought back, defeated the killer, and avenged her friends. The one who emerges bloodied but victorious. But after the sirens fade and the audience moves on, what happens to her? Lynnette Tarkington is a real-life final girl who survived a massacre twenty-two years ago, and it has defined every day of her life since. And she's not alone. For more than a decade she's been meeting with five other actual final girls and their therapist in a support group for those who survived the unthinkable, putting their lives back together, piece by piece. That is until one of the women misses a meeting and Lynnette's worst fears are realized--someone knows about the group and is determined to take their lives apart again, piece by piece. But the thing about these final girls is that they have each other now, and no matter how bad the odds, how dark the night, how sharp the knife, they will never, ever give up.",3.55,81973,12680,"['Horror', 'Thriller', 'Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Adult', 'Audiobook', 'Contemporary', 'Suspense', 'Adult Fiction']"
https://www.goodreads.com//book/show/27220736-shoe-dog,Shoe Dog: A Memoir by the Creator of Nike,Phil Knight,"In this candid and riveting memoir, for the first time ever, Nike founder and CEO Phil Knight shares the inside story of the company’s early days as an intrepid start-up and its evolution into one of the world’s most iconic, game-changing, and profitable brands. In 1962, fresh out of business school, Phil Knight borrowed $50 from his father and created a company with a simple mission: import high-quality, low-cost athletic shoes from Japan. Selling the shoes from the trunk of his lime green Plymouth Valiant, Knight grossed $8,000 his first year. Today, Nike’s annual sales top $30 billion. In an age of startups, Nike is the   of all startups, and the swoosh has become a revolutionary, globe-spanning icon, one of the most ubiquitous and recognizable symbols in the world today. But Knight, the man behind the swoosh, has always remained a mystery. Now, for the first time, in a memoir that is candid, humble, gutsy, and wry, he tells his story, beginning with his crossroads moment. At 24, after backpacking around the world, he decided to take the unconventional path, to start his own business—a business that would be dynamic,  Knight details the many risks and daunting setbacks that stood between him and his dream—along with his early triumphs. Above all, he recalls the formative relationships with his first partners and employees, a ragtag group of misfits and seekers who became a tight-knit band of brothers. Together, harnessing the transcendent power of a shared mission, and a deep belief in the spirit of sport, they built a brand that changed everything.",4.47,237547,14982,"['Business', 'Biography', 'Nonfiction', 'Autobiography', 'Memoir', 'Sports', 'Sports', 'Audiobook', 'Biography', 'Autobiography', 'Business', 'Entrepreneurship', 'Biography Memoir', 'Leadership']"
https://www.goodreads.com//book/show/17802724-the-husband-s-secret,The Husband's Secret,Liane Moriarty,"Imagine that your husband wrote you a letter, to be opened after his death. Imagine, too, that the letter contains his deepest, darkest secret—something with the potential to destroy not just the life you built together, but the lives of others as well. Imagine, then, that you stumble across that letter while your husband is still very much alive. . . . Cecilia Fitzpatrick has achieved it all—she’s an incredibly successful businesswoman, a pillar of her small community, and a devoted wife and mother. Her life is as orderly and spotless as her home. But that letter is about to change everything, and not just for her: Rachel and Tess barely know Cecilia—or each other—but they too are about to feel the earth-shattering repercussions of her husband’s secret. Acclaimed author Liane Moriarty has written a gripping, thought-provoking novel about how well it is really possible to know our spouses—and, ultimately, ourselves.",3.95,622051,39546,"['Fiction', 'Mystery', 'Womens Fiction', 'Chick Lit', 'Contemporary', 'Audiobook', 'Adult', 'Adult Fiction', 'Thriller', 'Thriller', 'Mystery Thriller', 'Book Club']"
https://www.goodreads.com//book/show/40940121-bridge-to-terabithia,Bridge to Terabithia,Katherine Paterson,"  Jess Aarons has been practicing all summer so he can be the fastest runner in the fifth grade. And he almost is, until the new girl in school, Leslie Burke, outpaces him. The two become fast friends and spend most days in the woods behind Leslie's house, where they invent an enchanted land called Terabithia. One morning, Leslie goes to Terabithia without Jess and a tragedy occurs. It will take the love of his family and the strength that Leslie has given him for Jess to be able to deal with his grief.  was also named an ALA Notable Children’s Book and has become a touchstone of children’s literature, as have many of Katherine Paterson’s other novels, including   and  .",4.03,509806,14721,"['Fiction', 'Young Adult', 'Classics', 'Fantasy', 'Childrens', 'Childrens', 'Middle Grade', 'Realistic Fiction', 'Academic', 'School', 'Contemporary', 'Childrens', 'Juvenile']"
https://www.goodreads.com//book/show/32718027-the-city-of-brass,The City of Brass,S.A. Chakraborty,"Nahri has never believed in magic. Certainly, she has power; on the streets of 18th century Cairo, she’s a con woman of unsurpassed talent. But she knows better than anyone that the trade she uses to get by—palm readings, zars, healings—are all tricks, sleights of hand, learned skills; a means to the delightful end of swindling Ottoman nobles.  But when Nahri accidentally summons an equally sly, darkly mysterious djinn warrior to her side during one of her cons, she’s forced to accept that the magical world she thought only existed in childhood stories is real. For the warrior tells her a new tale: across hot, windswept sands teeming with creatures of fire, and rivers where the mythical marid sleep; past ruins of once-magnificent human metropolises, and mountains where the circling hawks are not what they seem, lies Daevabad, the legendary city of brass, a city to which Nahri is irrevocably bound.  In that city, behind gilded brass walls laced with enchantments, behind the six gates of the six djinn tribes, old resentments are simmering. And when Nahri decides to enter this world, she learns that true power is fierce and brutal. That magic cannot shield her from the dangerous web of court politics. That even the cleverest of schemes can have deadly consequences.  After all, there is a reason they say be careful what you wish for...",4.14,87606,13500,"['Fantasy', 'Fiction', 'Historical', 'Historical Fiction', 'Young Adult', 'Adult', 'Historical', 'Fantasy', 'Magic', 'Fantasy', 'Mythology', 'Romance', 'Audiobook']"
https://www.goodreads.com//book/show/18081809-landline,Landline,Rainbow Rowell,"Georgie McCool knows her marriage is in trouble; it has been in trouble for a long time. She still loves her husband, Neal, and Neal still loves her, deeply — but that almost seems beside the point now. Maybe that was always beside the point. Two days before they’re supposed to visit Neal’s family in Omaha for Christmas, Georgie tells Neal that she can’t go. She’s a TV writer, and something’s come up on her show; she has to stay in Los Angeles. She knows that Neal will be upset with her — Neal is always a little upset with Georgie — but she doesn't expect him to pack up the kids and go home without her. When her husband and the kids leave for the airport, Georgie wonders if she’s finally done it. If she’s ruined everything. That night, Georgie discovers a way to communicate with Neal in the past. It’s not time travel, not exactly, but she feels like she’s been given an opportunity to fix her marriage before it starts... Is that what she’s supposed to do? Or would Georgie and Neal be better off if their marriage never happened?",3.54,162520,19724,"['Fiction', 'Romance', 'Contemporary', 'Adult', 'Womens Fiction', 'Chick Lit', 'Adult Fiction', 'Audiobook', 'Magical Realism', 'Fantasy', 'Young Adult']"
https://www.goodreads.com//book/show/52529.The_Secret,The Secret,Rhonda Byrne,"In 2006, a groundbreaking feature-length film revealed the great mystery of the universe— —and, later that year, Rhonda Byrne followed with a book that became a worldwide bestseller. Fragments of a Great Secret have been found in the oral traditions, in literature, in religions, and philosophies throughout the centuries. For the first time, all the pieces of The Secret come together in an incredible revelation that will be life-transforming for all who experience it. In this book, you’ll learn how to use The Secret in every aspect of your life—money, health, relationships, happiness, and in every interaction you have in the world. You’ll begin to understand the hidden, untapped power that’s within you, and this revelation can bring joy to every aspect of your life.  contains wisdom from modern-day teachers—men and women who have used it to achieve health, wealth, and happiness. By applying the knowledge of The Secret, they bring to light compelling stories of eradicating disease, acquiring massive wealth, overcoming obstacles, and achieving what many would regard as impossible.",3.72,431126,14795,"['Self Help', 'Nonfiction', 'Spirituality', 'Psychology', 'Philosophy', 'Self Help', 'Personal Development', 'Inspirational', 'Audiobook', 'Spirituality', 'New Age', 'Business']"
https://www.goodreads.com//book/show/11275.The_Wind_Up_Bird_Chronicle,The Wind-Up Bird Chronicle,Haruki Murakami,"Japan's most highly regarded novelist now vaults into the first ranks of international fiction writers with this heroically imaginative novel, which is at once a detective story, an account of a disintegrating marriage, and an excavation of the buried secrets of World War II. In a Tokyo suburb a young man named Toru Okada searches for his wife's missing cat. Soon he finds himself looking for his wife as well in a netherworld that lies beneath the placid surface of Tokyo. As these searches intersect, Okada encounters a bizarre group of allies and antagonists: a psychic prostitute; a malevolent yet mediagenic politician; a cheerfully morbid sixteen-year-old-girl; and an aging war veteran who has been permanently changed by the hideous things he witnessed during Japan's forgotten campaign in Manchuria. Gripping, prophetic, suffused with comedy and menace,   is a tour de force equal in scope to the masterpieces of Mishima and Pynchon. Three books in one volume: The Thieving Magpie, Bird as Prophet, The Birdcatcher. This translation by Jay Rubin is in collaboration with the author.",4.15,257060,17513,"['Fiction', 'Magical Realism', 'Cultural', 'Japan', 'Asian Literature', 'Japanese Literature', 'Fantasy', 'Contemporary', 'Novels', 'Literature', 'Mystery', 'Literary Fiction']"
https://www.goodreads.com//book/show/48727813-she-who-became-the-sun,She Who Became the Sun,Shelley Parker-Chan,"“I refuse to be nothing…” In a famine-stricken village on a dusty yellow plain, two children are given two fates. A boy, greatness. A girl, nothingness… In 1345, China lies under harsh Mongol rule. For the starving peasants of the Central Plains, greatness is something found only in stories. When the Zhu family’s eighth-born son, Zhu Chongba, is given a fate of greatness, everyone is mystified as to how it will come to pass. The fate of nothingness received by the family’s clever and capable second daughter, on the other hand, is only as expected. When a bandit attack orphans the two children, though, it is Zhu Chongba who succumbs to despair and dies. Desperate to escape her own fated death, the girl uses her brother's identity to enter a monastery as a young male novice. There, propelled by her burning desire to survive, Zhu learns she is capable of doing whatever it takes, no matter how callous, to stay hidden from her fate. After her sanctuary is destroyed for supporting the rebellion against Mongol rule, Zhu uses takes the chance to claim another future altogether: her brother's abandoned greatness.",3.91,39670,7536,"['Fantasy', 'Historical', 'Historical Fiction', 'LGBT', 'Fiction', 'Historical', 'LGBT', 'Queer', 'LGBT', 'Lesbian', 'Adult', 'Audiobook', 'Historical Fiction', 'Historical Fantasy']"
https://www.goodreads.com//book/show/26032912-the-queen-of-nothing,The Queen of Nothing,Holly Black,"Power is much easier to acquire than it is to hold onto. Jude learned this lesson when she released her control over the wicked king, Cardan, in exchange for immeasurable power.  Now as the exiled mortal Queen of Faerie, Jude is powerless and left reeling from Cardan’s betrayal. She bides her time determined to reclaim everything he took from her. Opportunity arrives in the form of her deceptive twin sister, Taryn, whose mortal life is in peril. Jude must risk venturing back into the treacherous Faerie Court, and confront her lingering feelings for Cardan, if she wishes to save her sister. But Elfhame is not as she left it. War is brewing. As Jude slips deep within enemy lines she becomes ensnared in the conflict’s bloody politics.  And, when a dormant yet powerful curse is unleashed, panic spreads throughout the land, forcing her to choose between her ambition and her humanity…  From the #1 New York Times bestselling author Holly Black, comes the highly anticipated and jaw-dropping finale to The Folk of the Air trilogy.",4.37,420837,42745,"['Fantasy', 'Young Adult', 'Romance', 'Fairies', 'Fae', 'Young Adult', 'Young Adult Fantasy', 'Fiction', 'Fantasy', 'Magic', 'Audiobook', 'Romance', 'Fantasy Romance', 'Paranormal', 'Fairies']"
https://www.goodreads.com//book/show/22034.The_Godfather,The Godfather,Mario Puzo,"The Godfather—the epic tale of crime and betrayal that became a global phenomenon. Almost fifty years ago, a classic was born. A searing portrayal of the Mafia underworld, The Godfather introduced readers to the first family of American crime fiction, the Corleones, and their powerful legacy of tradition, blood, and honor. The seduction of power, the pitfalls of greed, and the allegiance to family—these are the themes that have resonated with millions of readers around the world and made The Godfather the definitive novel of the violent subculture that, steeped in intrigue and controversy, remains indelibly etched in our collective consciousness. ~penguin.com",4.38,387366,10992,"['Fiction', 'Classics', 'Mystery', 'Crime', 'Thriller', 'Historical', 'Historical Fiction', 'Mystery', 'Novels', 'Drama', 'Literature', 'Literature', 'American']"
https://www.goodreads.com//book/show/8909152-attachments,Attachments,Rainbow Rowell,"Beth Fremont and Jennifer Scribner-Snyder know that somebody is monitoring their work e-mail. (Everybody in the newsroom knows. It's company policy.) But they can't quite bring themselves to take it seriously. They go on sending each other endless and endlessly hilarious e-mails, discussing every aspect of their personal lives. Meanwhile, Lincoln O'Neill can't believe this is his job now—reading other people's e-mail. When he applied to be ""internet security officer,"" he pictured himself building firewalls and crushing hackers—not writing up a report every time a sports reporter forwards a dirty joke. When Lincoln comes across Beth's and Jennifer's messages, he knows he should turn them in. But he can't help being entertained—and captivated—by their stories. By the time Lincoln realizes he's falling for Beth, it's way too late to introduce himself. What would he say . . . ?",3.88,190794,21968,"['Romance', 'Fiction', 'Contemporary', 'Womens Fiction', 'Chick Lit', 'Adult', 'Young Adult', 'Adult Fiction', 'Romance', 'Contemporary Romance', 'Realistic Fiction', 'Humor']"
https://www.goodreads.com//book/show/8852.Macbeth,Macbeth,William Shakespeare,"One night on the heath, the brave and respected general Macbeth encounters three witches who foretell that he will become king of Scotland. At first sceptical, he’s urged on by the ruthless, single-minded ambitions of Lady Macbeth, who suffers none of her husband’s doubt. But seeing the prophecy through to the bloody end leads them both spiralling into paranoia, tyranny, madness, and murder. This shocking tragedy - a violent caution to those seeking power for its own sake - is, to this day, one of Shakespeare’s most popular and influential masterpieces.",3.90,810211,15951,"['Classics', 'Plays', 'Fiction', 'Academic', 'School', 'Drama', 'Academic', 'Read For School', 'Literature', 'Plays', 'Theatre', 'Poetry', 'Young Adult', 'High School']"
https://www.goodreads.com//book/show/14201.Jonathan_Strange_Mr_Norrell,Jonathan Strange & Mr Norrell,Susanna Clarke,"The year is 1806. England is beleaguered by the long war with Napoleon, and centuries have passed since practical magicians faded into the nation's past. But scholars of this glorious history discover that one remains: the reclusive Mr Norrell, whose displays of magic send a thrill through the country.  Proceeding to London, he raises a beautiful woman from the dead and summons an army of ghostly ships to terrify the French. Yet the cautious, fussy Norrell is challenged by the emergence of another magician: the brilliant novice Jonathan Strange.  Young, handsome and daring, Strange is the very antithesis of Norrel. So begins a dangerous battle between these two great men which overwhelms that between England and France. And their own obsessions and secret dabblings with the dark arts are going to cause more trouble than they can imagine.",3.85,222880,16718,"['Fantasy', 'Fiction', 'Historical', 'Historical Fiction', 'Historical', 'Fantasy', 'Magic', 'Science Fiction Fantasy', 'Science Fiction', 'Alternate History', 'Audiobook', 'Magical Realism', 'Adult']"
https://www.goodreads.com//book/show/53137893-the-wife-upstairs,The Wife Upstairs,Rachel Hawkins,"Meet Jane. Newly arrived to Birmingham, Alabama, Jane is a broke dog-walker in Thornfield Estates—a gated community full of McMansions, shiny SUVs, and bored housewives. The kind of place where no one will notice if Jane lifts the discarded tchotchkes and jewelry off the side tables of her well-heeled clients. Where no one will think to ask if Jane is her real name. But her luck changes when she meets Eddie­ Rochester. Recently widowed, Eddie is Thornfield Estates’ most mysterious resident. His wife, Bea, drowned in a boating accident with her best friend, their bodies lost to the deep. Jane can’t help but see an opportunity in Eddie—not only is he rich, brooding, and handsome, he could also offer her the kind of protection she’s always yearned for.  Yet as Jane and Eddie fall for each other, Jane is increasingly haunted by the legend of Bea, an ambitious beauty with a rags-to-riches origin story, who launched a wildly successful southern lifestyle brand. How can she, plain Jane, ever measure up? And can she win Eddie’s heart before her past—or his—catches up to her?",3.75,176417,17199,"['Thriller', 'Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Audiobook', 'Adult', 'Suspense', 'Contemporary', 'Retellings', 'Romance']"
